68 LOADED
68 LOADED READY
Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 3e-05
    weight_decay: 0
)
True
Using RandomRotation, RandomFlip
#################### Start Training ####################
2021-03-12 23:31:26.356482 Epoch [002/010], Step [0640/3422],  lateral-5: 0.1145]
2021-03-12 23:32:00.771736 Epoch [002/010], Step [0660/3422],  lateral-5: 0.0974]
2021-03-12 23:32:35.018906 Epoch [002/010], Step [0680/3422],  lateral-5: 0.0943]
2021-03-12 23:33:09.278367 Epoch [002/010], Step [0700/3422],  lateral-5: 0.0842]
2021-03-12 23:33:43.644514 Epoch [002/010], Step [0720/3422],  lateral-5: 0.0796]
2021-03-12 23:34:17.864724 Epoch [002/010], Step [0740/3422],  lateral-5: 0.0848]
2021-03-12 23:34:54.390397 Epoch [002/010], Step [0760/3422],  lateral-5: 0.0994]
2021-03-12 23:35:31.585227 Epoch [002/010], Step [0780/3422],  lateral-5: 0.1052]
2021-03-12 23:36:09.279810 Epoch [002/010], Step [0800/3422],  lateral-5: 0.0950]
2021-03-12 23:36:46.669581 Epoch [002/010], Step [0820/3422],  lateral-5: 0.0847]
2021-03-12 23:37:24.273188 Epoch [002/010], Step [0840/3422],  lateral-5: 0.0850]
2021-03-12 23:38:00.493119 Epoch [002/010], Step [0860/3422],  lateral-5: 0.1002]
2021-03-12 23:38:38.301501 Epoch [002/010], Step [0880/3422],  lateral-5: 0.0979]
2021-03-12 23:39:14.568842 Epoch [002/010], Step [0900/3422],  lateral-5: 0.1043]
2021-03-12 23:39:48.849821 Epoch [002/010], Step [0920/3422],  lateral-5: 0.1024]
2021-03-12 23:40:23.225545 Epoch [002/010], Step [0940/3422],  lateral-5: 0.0988]
2021-03-12 23:40:57.620754 Epoch [002/010], Step [0960/3422],  lateral-5: 0.0987]
2021-03-12 23:41:32.153240 Epoch [002/010], Step [0980/3422],  lateral-5: 0.1106]
2021-03-12 23:42:06.583716 Epoch [002/010], Step [1000/3422],  lateral-5: 0.1183]
2021-03-12 23:42:40.976227 Epoch [002/010], Step [1020/3422],  lateral-5: 0.0877]
2021-03-12 23:43:15.327903 Epoch [002/010], Step [1040/3422],  lateral-5: 0.0780]
2021-03-12 23:43:49.636123 Epoch [002/010], Step [1060/3422],  lateral-5: 0.0986]
2021-03-12 23:44:23.919761 Epoch [002/010], Step [1080/3422],  lateral-5: 0.0998]
2021-03-12 23:44:58.068552 Epoch [002/010], Step [1100/3422],  lateral-5: 0.0877]
2021-03-12 23:45:32.242687 Epoch [002/010], Step [1120/3422],  lateral-5: 0.0940]
2021-03-12 23:46:06.470001 Epoch [002/010], Step [1140/3422],  lateral-5: 0.0946]
2021-03-12 23:46:40.658799 Epoch [002/010], Step [1160/3422],  lateral-5: 0.1130]
2021-03-12 23:47:14.852166 Epoch [002/010], Step [1180/3422],  lateral-5: 0.1106]
2021-03-12 23:47:49.050003 Epoch [002/010], Step [1200/3422],  lateral-5: 0.0826]
2021-03-12 23:48:23.379917 Epoch [002/010], Step [1220/3422],  lateral-5: 0.0899]
2021-03-12 23:48:57.865847 Epoch [002/010], Step [1240/3422],  lateral-5: 0.0837]
2021-03-12 23:49:35.157099 Epoch [002/010], Step [1260/3422],  lateral-5: 0.0806]
2021-03-12 23:50:12.537289 Epoch [002/010], Step [1280/3422],  lateral-5: 0.0995]
2021-03-12 23:50:49.755036 Epoch [002/010], Step [1300/3422],  lateral-5: 0.1071]
2021-03-12 23:51:27.097645 Epoch [002/010], Step [1320/3422],  lateral-5: 0.1072]
2021-03-12 23:52:04.525902 Epoch [002/010], Step [1340/3422],  lateral-5: 0.1051]
2021-03-12 23:52:41.045797 Epoch [002/010], Step [1360/3422],  lateral-5: 0.1017]
2021-03-12 23:53:15.252723 Epoch [002/010], Step [1380/3422],  lateral-5: 0.0876]
2021-03-12 23:53:49.542563 Epoch [002/010], Step [1400/3422],  lateral-5: 0.0777]
2021-03-12 23:54:23.610742 Epoch [002/010], Step [1420/3422],  lateral-5: 0.0855]
2021-03-12 23:54:57.909318 Epoch [002/010], Step [1440/3422],  lateral-5: 0.1027]
2021-03-12 23:55:32.222321 Epoch [002/010], Step [1460/3422],  lateral-5: 0.1054]
2021-03-12 23:56:06.481590 Epoch [002/010], Step [1480/3422],  lateral-5: 0.0950]
2021-03-12 23:56:40.608310 Epoch [002/010], Step [1500/3422],  lateral-5: 0.0903]
2021-03-12 23:57:14.787714 Epoch [002/010], Step [1520/3422],  lateral-5: 0.0941]
2021-03-12 23:57:48.964689 Epoch [002/010], Step [1540/3422],  lateral-5: 0.1041]
2021-03-12 23:58:23.107755 Epoch [002/010], Step [1560/3422],  lateral-5: 0.1027]
